Isolate ID,Host,Collection date,Size (Mb),Scaffolds,GC Content,CDS,Host disease,Level,BioProject Accession,BioSample Accession,Assembly Accession,Location,Isolation source,Isolation type,Additional Metadata
VUTI480,Homo sapiens,2019-06-18,5.22536,99.0,,,UTI,Contig,,SAMN36399215,GCA_032542705.1,USA: Nashville,urine,clinical,
VUTI481,Homo sapiens,2019-06-18,5.07547,106.0,,,UTI,Contig,,SAMN36399216,GCA_032542605.1,USA: Nashville,urine,clinical,
VUTI482,Homo sapiens,2019-06-18,5.1499,61.0,,,UTI,Contig,,SAMN36399217,GCA_032542625.1,USA: Nashville,urine,clinical,
VUTI483,Homo sapiens,2019-06-18,5.36905,125.0,,,UTI,Contig,,SAMN36399218,GCA_032542645.1,USA: Nashville,urine,clinical,
VUTI485,Homo sapiens,2016-06-18,5.22074,65.0,,,UTI,Contig,,SAMN36394577,GCA_032542925.1,USA: Nashville,urine,clinical,
VUTI486,Homo sapiens,2016-06-18,5.39632,125.0,,,UTI,Contig,,SAMN36394576,GCA_032542805.1,USA: Nashville,urine,clinical,
VUTI487,Homo sapiens,2016-06-18,5.08638,97.0,,,UTI,Contig,,SAMN36394575,GCA_032543065.1,USA: Nashville,urine,clinical,
VUTI488,Homo sapiens,2016-06-18,5.08733,173.0,,,UTI,Contig,,SAMN36394574,GCA_032543025.1,USA: Nashville,urine,clinical,
VUTI489,Homo sapiens,2021-01-15,5.01907,65.0,,,UTI,Contig,,SAMN38472844,GCA_034022635.1,USA: Nashville,urine,clinical,
VUTI490,Homo sapiens,2016-06-18,4.80156,52.0,,,UTI,Contig,,SAMN36394573,GCA_032543045.1,USA: Nashville,urine,clinical,
VUTI491,Homo sapiens,2019-06-18,5.32583,57.0,,,UTI,Contig,,SAMN36394572,GCA_032542985.1,USA: Nashville,urine,clinical,
VUTI518,Homo sapiens,2019-06-22,5.2851,71.0,,,UTI,Contig,,SAMN36438541,GCA_032520165.1,USA: Nashville,urine,clinical,
XA31,Homo sapiens,2011-12-28,5.20189,138.0,50.6,4880.0,Urinary tract infection,Contig,PRJNA483269,SAMN09729847,GCA_014863885.1,India,urine,clinical,
XH987,Homo sapiens,2015-04-16 00:00:00,5.25836,4.0,50.6806,4829.0,UTI,Complete,PRJNA868478,SAMN30247543,GCA_024735225.1,China:Hangzhou,urine,Clinical,
XH989,Homo sapiens,2015-05-18 00:00:00,5.28099,4.0,50.6868,4853.0,UTI,Complete,PRJNA868478,SAMN30247557,GCA_024735245.1,China:Hangzhou,urine,Clinical,
Y5,Homo sapiens,2013-09-28 00:00:00,4.8,1.0,51.0,4548.0,Urinary trak infection,Complete,PRJNA304360,SAMN04299569,GCA_001860505.1,China: Zhejiang,urine,clinical,
ZRUEC11,Homo sapiens,2013,5.3,136.0,50.5,5311.0,Urinary tract infection,Contig,PRJNA473498,SAMN09274370,GCA_003668735.1,Pakistan,urine,clinical,
ZRUEC59,Homo sapiens,2013,5.3,143.0,50.5,5257.0,Urinary tract infection,Contig,PRJNA474355,SAMN09298662,GCA_004193385.1,Pakistan,urine,clinical,
